&oelig;uvre-	ph:õvr	ph:oeuvre
&oelig;uvre-rel	ph:õvrrel	ph:oeuvrerel
&oelig;uvre-ré	ph:õvrré	ph:oeuvreré
&oelig;uvre	ph:õvr	ph:oeuvre
-házhozszállítás	hy:|ház-hoz|szál-lí-tás
szabóizom	hy:5
szagfogó	hy:4
szaglószerv	hy:6
szagtalanítószer	hy:12
szakember	hy:4
szakhatóság	hy:4
szakkifejezés	hy:4
szakkör	hy:4
szakosztály	hy:4
szakszervezet	hy:4
szaktestület	hy:4
szakvélemény	hy:4
szakácskönyv	hy:7
szakácsmûvészet	hy:7
szakácsnõ	hy:7
szakág	hy:4
szakágak	hy:4
szakértelem	hy:4
szakértelmek	hy:4
szakértõ	hy:4
szalagcsokor	hy:6
szalagcsokrok	hy:6
szalagfûrész	hy:6
szalaglobogó	hy:6
szalagzászló	hy:6
szalmacsomó	hy:6
szalmakalap	hy:6
szalmakarton	hy:6
szalmaszál	hy:6
szalmaszálak	hy:6
szalmavirág	hy:6
szalmazsák	hy:6
szalmaágy	hy:6
szalmaágyak	hy:6
szalonkocsi	hy:6
szamárbõr	hy:6
szamárfül	hy:6
szamárkanca	hy:6
szamárordítás	hy:6
szaporítószerv	hy:9
szappanbuborék	hy:7
szappanfû	hy:7
szappanfüvek	hy:7
szappangyár	hy:7
szappangyárak	hy:7
szappanhab	hy:7
szappantartó	hy:7
szarkaláb	hy:6
szarkalábak	hy:6
szarufa	hy:5
szaruhártya	hy:5
szaruáru	hy:5
szarvasagancs	hy:7
szarvasbogarak	hy:7
szarvasbogár	hy:7
szarvasbõgés	hy:7
szarvasbõr	hy:7
szarvasgomba	hy:7
szarvasmarha	hy:7
szarvassuta	hy:7
szarvastehenek	hy:7
szarvastehén	hy:7
szattyánbõr	hy:8
szatócsbolt	hy:7
szatócsáru	hy:7
szatócsüzlet	hy:7
szavazatszámlálás	hy:8
szavazófülke	hy:7
szavazóhelyiség	hy:7
szecskavágó	hy:7
szedésminta	hy:6
szedõgép	hy:5
szedõvas	hy:5
szedõvasak	hy:5
szegecsvágó	hy:7
szegesdrót	hy:6
szegfû	hy:4
szegfüvek	hy:4
szeghúzó	hy:4
szegvágó	hy:4
szegycsont	hy:5
szegyhús	hy:5
szegélybucka	hy:7
szegélydísz	hy:7
szegélykõ	hy:7
szegélykövek	hy:7
szegélyléc	hy:7
szegénygondozás	hy:7
szegényház	hy:7
szegényházak	hy:7
szegényiskola	hy:7
szegénylegény	hy:7
szegénynegyed	hy:7
szegényparaszt	hy:7
szegényparasztság	hy:7
szegénysor	hy:7
szegényügy	hy:7
szekérrakomány	hy:6
szelelõlapát	hy:7
szelelõlyuk	hy:7
szelelõlyukak	hy:7
szelelõrosta	hy:7
szelemengerenda	hy:8
szelepház	hy:6
szelepházak	hy:6
szelepzár	hy:6
szelepzárak	hy:6
szeletelõkés	hy:9
szelfi	ph:selfie
szellemidézés	hy:7
szellõzõjárat	hy:8
szelvénylap	hy:8
szelvényrész	hy:8
szelvényutalvány	hy:8
szemaforhidak	hy:8
szemaforhíd	hy:8
szembenállás	hy:7
szembetegség	hy:4
szembogarak	hy:4
szembogár	hy:4
szemcsenagyság	hy:7
szemellenzõ	hy:4
szemelvénygyûjtemény	hy:10
szemetesvödrök	hy:8
szemetesvödör	hy:8
szemfedelek	hy:4
szemfedél	hy:4
szemfedõ	hy:4
szemfog	hy:4
szemfogak	hy:4
szemforgatás	hy:4
szemgolyó	hy:4
szemgyulladás	hy:4
szemhatár	hy:4
szemhéj	hy:4
szemhéjak	hy:4
szemkitörlés	hy:4
szemlencse	hy:4
szemléletmód	hy:9
szempilla	hy:4
szempont	hy:4
szempár	hy:4
szemrehányás	hy:6
szemszög	hy:4
szemtükrök	hy:4
szemtükör	hy:4
szemvillanás	hy:4
szemvizek	hy:4
szemvíz	hy:4
személyfelvonó	hy:7
személykocsi	hy:7
személyleírás	hy:7
személyszállító	hy:7
szeméremajak	hy:8
szeméremajkak	hy:8
szemétdomb	hy:6
szemétlapát	hy:6
szemétláda	hy:6
szemétégetõ	hy:6
szemöldökfa	hy:9
szemöldökgerenda	hy:9
szemöldökráncolás	hy:9
szemüveg	hy:4
szendvicsestál	hy:11
szendvicsestálak	hy:11
szeneskanna	hy:6
szeneskocsi	hy:6
szeneslapát	hy:6
szenesláda	hy:6
szenesvödrök	hy:6
szenesvödör	hy:6
szeneszsák	hy:sze-nes|zsák
szennyirodalmak	hy:6
szennyirodalom	hy:6
szennylap	hy:6
szennyvizek	hy:6
szennyvíz	hy:6
szentbeszéd	hy:5
szenteltvizek	hy:8
szenteltvíz	hy:8
szenteste	hy:5
szentkép	hy:5
szentségház	hy:8
szentségházak	hy:8
szentségtartó	hy:8
szentségtörés	hy:8
szentségárulás	hy:8
szentélyrekesztõ	hy:8
szentélyrács	hy:8
szentév	hy:5
szentírás	hy:5
szenzációhajhászás	hy:9
szerecsendió	hy:9
szerecsenmosdatás	hy:9
szerelmeslevelek	hy:9
szerelmeslevél	hy:9
szerelmespár	hy:9
szerelvényfal	hy:10
szerelvényfalak	hy:10
szerelõakna	hy:7
szerelõlyuk	hy:7
szerelõlyukak	hy:7
szerelõruha	hy:7
szerencsefi	hy:9
szerencsejáték	hy:9
szerencsepénz	hy:9
szerencseszerzõdés	hy:9
szerencsetárgy	hy:9
szerencsetárgyak	hy:9
szereposztás	hy:6
szerkocsi	hy:4
szerpentinkõ	hy:10
szerpentinkövek	hy:10
szerszám	hy:4
szertartáskönyv	hy:10
szertár	hy:4
szertárak	hy:4
szerveroldal	hy:7
szerveroldalak	hy:7
szerviz	ph:service
szervizkönyv	hy:7
szervkereskedelem	hy:5
szervkereskedelmek	hy:5
szervátültetett	hy:szerv||át|ültetett
szervátültetés	hy:szerv||át|ültetés
szerzetesnõ	hy:9
szerzetesrend	hy:9
szeszfõzde	hy:5
szeszfõzõ	hy:5
szeszmérõ	hy:5
szesztilalmak	hy:5
szesztilalom	hy:5
szexi	ph:sexy
szifoncsõ	hy:6
szifoncsövek	hy:6
szigetvilág	hy:6
szikibaglyok	hy:5
szikibagoly	hy:5
sziklacsúcs	hy:6
szikladarab	hy:6
sziklafúró	hy:6
sziklahát	hy:6
sziklahátak	hy:6
sziklakert	hy:6
sziklaszoros	hy:6
sziklaüreg	hy:6
szikrafogó	hy:6
szikraköz	hy:6
sziksó	hy:4
szilfa	hy:4
szilvafa	hy:6
szintvonal	hy:5
szintvonalak	hy:5
sziromlevelek	hy:6
sziromlevél	hy:6
szirénabúgás	hy:7
szitakötõ	hy:5
szitalen	hy:5
szivacstartó	hy:7
szivarzseb	hy:6
szivattyúmotor	hy:9
szivárványhártya	hy:10
szivárványszín	hy:10
szoba-konyhás	ph:szobakonyhás
szobafoglalás	hy:5
szobalegyezõ	hy:5
szobanövény	hy:5
szobaár	hy:5
szobaárak	hy:5
szobormû	hy:6
szobormûvek	hy:6
szoftver	ph:software
szolgálattétel	hy:9
szomorúfûz	hy:7
szomorúfüzek	hy:7
szomorújáték	hy:7
szorbinsav	hy:7
szorbinsavak	hy:7
szorzótábla	hy:6
szorítócsavar	hy:7
szorítópánt	hy:7
szorítóvas	hy:7
szorítóvasak	hy:7
szponzor	ph:sponsor
szpíker	ph:speaker
sztearinsav	hy:8
sztearinsavak	hy:8
szuperbruttó	hy:6
szuperbruttósítás	hy:6
szupercella	hy:6
szuperfoszfát	hy:6
szuperhatalmak	hy:6
szuperhatalom	hy:6
szuperkupa	hy:6
szuperliga	hy:6
szupermaraton	hy:6
szupermodell	hy:6
szupernóva	ph:supernova
szuperorganizmus	hy:6
szuperpozíció	hy:6
szuperrészecske	hy:6
szuperszimmetria	hy:6
szuperóriás	hy:6
szurokfenyõ	hy:6
szurokfû	hy:6
szurokfüvek	hy:6
szurokszenek	hy:6
szurokszén	hy:6
szurokérc	hy:6
szuronypapucs	hy:7
szádfal	hy:4
szádfalak	hy:4
szádpalló	hy:4
szájharmonika	hy:4
szájkosarak	hy:4
szájkosár	hy:4
szájnyílás	hy:4
szájpadlás	hy:4
szájpecek	hy:4
szájpeckek	hy:4
szájpenész	hy:4
szájszag	hy:4
szájtátás	hy:4
szájvizek	hy:4
szájvíz	hy:4
szájíz	hy:4
szálfa	hy:4
szállítóberendezés	hy:8
szállítócsille	hy:8
szállítóeszköz	hy:8
szállítókocsi	hy:8
szállítószalag	hy:8
szálosztályozó	hy:4
számadás	hy:4
számjegy	hy:4
számkivetés	hy:4
számlap	hy:4
számlarész	hy:6
számológép	hy:7
számolókönyv	hy:7
számoszlop	hy:4
számpár	hy:4
számsor	hy:4
számtan	hy:4
számvitel	hy:4
számítástechnika	hy:8
számítástechnikus	hy:8
számítógép	hy:7
számûzetés	hy:4
száncsengõ	hy:4
szántalp	hy:4
szántalpak	hy:4
szántóföld	hy:6
szárazborsó	hy:6
szárazbélyegzõ	hy:6
szárazdada	hy:6
szárazdokk	hy:6
szárazedzés	hy:6
szárazelem	hy:6
szárazfa	hy:6
szárazföld	hy:6
szárazgazdálkodás	hy:6
szárazgõz	hy:6
szárazjegek	hy:6
szárazjég	hy:6
szárazmalmok	hy:6
szárazmalom	hy:6
szárazoltó	hy:6
szárazsampon	hy:szá-raz|sam-pon
szárazsütemény	hy:szá-raz|sü-te-mény
szárazvölgy	hy:6
szárazáru	hy:6
származékszavak	hy:9
származékszó	hy:9
szárnyashajó	hy:8
szárnyashús	hy:8
szárnyaskerekek	hy:8
szárnyaskerék	hy:8
szárnyassonka	hy:8
szárnycsapkodás	hy:6
szárnycsapás	hy:6
szárnyfedelek	hy:6
szárnyfedél	hy:6
szárnysegéd	hy:6
szárnytoll	hy:6
szárnytollak	hy:6
szárnytávolság	hy:6
szárnyvitorla	hy:6
szárnyvonal	hy:6
szárnyvonalak	hy:6
szárnyvég	hy:6
szárnyúszó	hy:6
szárrész	hy:4
szárvédõ	hy:4
századvég	hy:6
százszoros	hy:száz-szo-ros
százszoroz	hy:száz-szo-roz
százszorszép	hy:száz-szor|szép
százszorta	hy:száz-szor-ta
százszámra	hy:száz|szám-ra
százszázalékos	hy:száz|szá-za-lé-kos
szégyenbélyeg	hy:7
szégyenfa	hy:7
szégyenfolt	hy:7
szégyenkeznivaló	hy:12
szégyenpír	hy:7
széjjeldörzsölés	hy:7
székfû	hy:4
székfüvek	hy:4
székhely	hy:4
székház	hy:4
székházak	hy:4
széklift	hy:4
székrekedés	hy:4
széktámla	hy:4
szélbarázda	hy:4
szélcsatorna	hy:4
szélcsend	hy:4
szélesszájú	hy:szé-les|szá-jú
szélfogó	hy:4
szélfû	hy:4
szélfüvek	hy:4
szélgyufa	hy:4
szélgörcs	hy:4
szélhajtó	hy:4
szélhûdés	hy:4
szélirány	hy:4
széljegyzet	hy:4
szélkakas	hy:4
szélkerekek	hy:4
szélkerék	hy:4
szélláda	hy:4
széllökés	hy:4
szélmalmok	hy:4
szélmalom	hy:4
széloldal	hy:4
széloldalak	hy:4
szélroham	hy:4
szélrács	hy:4
szélrózsa	hy:4
szélszorulás	hy:4
szélsõbaloldal	hy:9
szélsõbaloldalak	hy:9
szélsõjobboldal	hy:10
szélsõjobboldalak	hy:10
szélvihar	hy:4
szélvész	hy:4
szélzúgás	hy:4
szélütés	hy:4
szénaboglya	hy:5
szénaforgató	hy:5
szénaköteg	hy:5
szénaláz	hy:5
szénalázak	hy:5
szénamennyiség	hy:5
szénapadlás	hy:5
szénbánya	hy:4
szénhidrát	hy:4
szénhordó	hy:4
szénkosarak	hy:4
szénkosár	hy:4
szénmedence	hy:4
szénmosó	hy:4
szénpor	hy:4
szénréteg	hy:4
szénserpenyõ	hy:4
szénszállító	hy:4
széntartó	hy:4
szénvonó	hy:4
szénásszekerek	hy:szénás|szekér
szénásszekér	hy:szénás|szekér
szépirodalmak	hy:4
szépirodalom	hy:4
széplelkek	hy:4
széplélek	hy:4
szépmûvészet	hy:4
szépszüle	hy:4
széptan	hy:4
szépírás	hy:4
szépítõszer	hy:7
szérûskert	hy:6
színdarab	hy:4
színeváltozás	hy:5
színfal	hy:4
színfalak	hy:4
színfolt	hy:4
színhely	hy:4
színház	hy:4
színházak	hy:4
színitanoda	hy:5
színjátszás	hy:4
színkép	hy:4
színlap	hy:4
színmû	hy:4
színmûvek	hy:4
színmûvészet	hy:4
színpad	hy:4
színtartó	hy:4
színterek	hy:4
színtest	hy:4
színtársulat	hy:4
színtér	hy:4
színvakság	hy:4
színvesztés	hy:4
színvonal	hy:4
színvonalak	hy:4
színárnyalat	hy:4
színésznõ	hy:7
szítóvas	hy:5
szítóvasak	hy:5
szívburkok	hy:4
szívburok	hy:4
szívdobogás	hy:4
szíverõsítõ	hy:4
szívesen	ph:szivesen
szívfájdalmak	hy:4
szívfájdalom	hy:4
szívkamra	hy:4
szívkihagyás	hy:4
szívverés	hy:4
szívóberendezés	hy:5
szívócsõ	hy:5
szívócsövek	hy:5
szívókar	hy:5
szívókorong	hy:5
szívókotró	hy:5
szívószelep	hy:5
szóalak	hy:3
szóalkotás	hy:3
szóbeszéd	hy:3
szóbokor	hy:3
szóbokrok	hy:3
szócikk	hy:3
szócsata	hy:3
szódabikarbóna	hy:5
szódavizek	hy:5
szódavíz	hy:5
szódáslovak	hy:6
szódásló	hy:6
szódásszifon	hy:szó-dás|szi-fon
szódásüveg	hy:6
szófejtés	hy:3
szófogadatlanság	hy:3
szófogadás	hy:3
szógyûjtemény	hy:3
szóharc	hy:3
szóhasználat	hy:3
szójabab	hy:5
szójakenyerek	hy:5
szójakenyér	hy:5
szójamártás	hy:5
szójáték	hy:3
szókapcsolat	hy:3
szókihagyás	hy:3
szókimondás	hy:3
szókincs	hy:3
szókép	hy:3
szóképzés	hy:3
szólásforma	hy:6
szólásgyûjtemény	hy:6
szólásmód	hy:6
szómutató	hy:3
szónoklástan	hy:9
szórakozóhely	hy:9
szórend	hy:3
szórásterület	hy:6
szórólapát	hy:5
szószaporítás	hy:3
szószegés	hy:3
szószék	hy:3
szószóló	hy:3
szótag	hy:3
szóterek	hy:3
szótár	hy:3
szótárak	hy:3
szótér	hy:3
szótõ	hy:3
szótövek	hy:3
szóvirág	hy:3
szóvivõ	hy:3
szóváltás	hy:3
szóáradat	hy:3
szõlõcukor	hy:5
szõlõcukrok	hy:5
szõlõhegy	hy:5
szõlõlevek	hy:5
szõlõlugas	hy:5
szõlõlé	hy:5
szõlõmag	hy:5
szõlõmûvelés	hy:5
szõlõprés	hy:5
szõlõtermelés	hy:5
szõlõtõ	hy:5
szõlõtõke	hy:5
szõnyegbombázás	hy:7
szõnyegkeretezés	hy:7
szõnyegrögzítõ	hy:7
szõrcsomó	hy:4
szõrmekabát	hy:6
szõrmekereskedelem	hy:6
szõrmekereskedelmek	hy:6
szõrmeáru	hy:6
szõrmésbolt	hy:7
szõrösszívû	hy:szõ-rös|szí-vû
szöghúzó	hy:4
szögletmérõ	hy:7
szögmérõ	hy:4
szökõkutak	hy:5
szökõkút	hy:5
szökõnap	hy:5
szökõár	hy:5
szökõárak	hy:5
szökõév	hy:5
szömörcefa	hy:8
szörf	ph:surf
szörnyalak	hy:6
szörnyszülött	hy:6
szöveggyûjtemény	hy:szö-veg|gyûj-te-mény
szövegjavítás	hy:6
szövegkönyv	hy:6
szövegmagyarázat	hy:6
szövegrész	hy:6
szövegváltozat	hy:6
szövegértelmezés	hy:6
szövegösszefüggés	hy:6
szövetbolt	hy:6
szövetburkolat	hy:6
szövetelhalás	hy:6
szövetfestés	hy:6
szövetfolt	hy:6
szövetkocka	hy:6
szövetminta	hy:6
szövetpapucs	hy:6
szövettan	hy:6
szövetvég	hy:6
szövésmód	hy:6
szövõmadarak	hy:5
szövõmadár	hy:5
szövõszék	hy:5
szújárat	hy:3
szúrócsap	hy:5
szúrópróba	hy:5
szûrõedény	hy:5
szûzhártya	hy:4
szükséghelyzet	hy:7
születésnap	hy:8
születésszabályozás	hy:szü-le-tés|sza-bá-lyo-zás
szülõföld	hy:5
szürkeagy	hy:6
szürkeagyak	hy:6
szürkebarát	hy:6
szürkebegy	hy:6
szürkegazdaság	hy:6
szürkepenész	hy:6
szürkeállomány	hy:6
szürkeöntvény	hy:6
szürkészöld	hy:szür-kés|zöld
szürkészöldes	hy:szür-kés|zöl-des
sáncerõd	hy:4
sáncárkok	hy:4
sáncárok	hy:4
sápkór	hy:3
sárcipõ	hy:3
sárfolt	hy:3
sárgabarack	hy:5
sárgaborsó	hy:5
sárgadinnye	hy:5
sárgafolt	hy:5
sárgaföld	hy:5
sárgaláz	hy:5
sárgalázak	hy:5
sárgarezek	hy:5
sárgarigó	hy:5
sárgarépa	hy:5
sárgaréz	hy:5
sárgásmoszat	hy:6
sárgásszürke	hy:sár-gás|szür-ke
sárgásszürkés	hy:sár-gás|szür-kés
sárgászöld	hy:sár-gás|zöld
sárgászöldes	hy:sár-gás|zöl-des
sárhányó	hy:3
sárkánygyík	hy:7
sárkánykígyó	hy:7
sárlehúzó	hy:3
sárlevek	hy:3
sárlé	hy:3
sátorcövek	hy:5
sátorfedelek	hy:5
sátorfedél	hy:5
sátorfenekek	hy:5
sátorfenék	hy:5
sérvkötõ	hy:4
sétabot	hy:4
sétafedélzet	hy:4
sétapálca	hy:4
sétarepülés	hy:4
sétautak	hy:4
sétaút	hy:4
síbot	hy:2
síbusz	hy:2
sífutás	hy:2
sífutó	hy:2
síház	hy:2
síházak	hy:2
síkfutás	hy:3
síkláp	hy:3
síkvizek	hy:3
síkvíz	hy:3
sílift	hy:2
síléc	hy:2
sínautó	hy:3
sínheveder	hy:3
sínillesztés	hy:3
sínkeresztezés	hy:3
sínpár	hy:3
sínsaru	hy:3
sínvégzõdés	hy:3
sípcsont	hy:3
sípálya	hy:2
sírbolt	hy:3
sírdomb	hy:3
síremlék	hy:3
sírhely	hy:3
sírkõ	hy:3
sírkövek	hy:3
sírnivaló	hy:5
sírásó	hy:3
sítalp	hy:2
sítalpak	hy:2
sítábor	hy:2
síugrás	hy:2
síugró	hy:2
síutak	hy:2
síút	hy:2
sóbálvány	hy:2
sóbánya	hy:2
sófogyasztás	hy:2
sóház	hy:2
sóházak	hy:2
sólevek	hy:2
sólé	hy:2
sósav	hy:2
sósavak	hy:2
sóskutak	hy:3
sóskút	hy:3
sósrudak	hy:3
sósrúd	hy:3
sóstavak	hy:3
sóstó	hy:3
sószemcse	hy:2
sótartalmak	hy:2
sótartalom	hy:2
sótartó	hy:2
sóutak	hy:2
sóút	hy:2
sörcsarnok	hy:3
sörfõzde	hy:3
sörfõzõ	hy:3
sörhas	hy:3
sörhasak	hy:3
sörlevek	hy:3
sörlé	hy:3
sörélesztõ	hy:3
söröskorsó	hy:5
söröskupak	hy:5
söröslovak	hy:5
sörösló	hy:5
söröspalack	hy:5
söröspoharak	hy:5
söröspohár	hy:5
sörösüveg	hy:5
sötétkamra	hy:5
sövénykerítés	hy:6
súgókészülék	hy:4
súgólyuk	hy:4
súgólyukak	hy:4
súlydobó	hy:4
súlyegység	hy:4
súlyemelés	hy:4
súlymérték	hy:4
súlymérõ	hy:4
súlytöbblet	hy:4
súlyveszteség	hy:4
sûrûségmérõ	hy:7
süllyesztõszekrény	hy:10
sündisznó	hy:3
sürgönypózna	hy:7
sürgönystílus	hy:7
süteményestál	hy:10
süteményestálak	hy:10
sütnivaló	hy:5
sütõlap	hy:4
sütõlapát	hy:4
sütõpor	hy:4
sütõrostély	hy:4
süvegcukor	hy:5
süvegcukrok	hy:5
taglejtés	hy:3
tagállam	hy:3
tajcsi	ph:taichi
tajtékpipa	hy:6
takarmányrépa	hy:9
takarékbetét	hy:7
takarítónõ	hy:8
takonykór	hy:6
taktusütés	hy:6
takácsmácsonya	hy:6
talajerózió	hy:5
talajlazító	hy:5
talajmegmunkáló	hy:5
talajmélyedés	hy:5
talajvizek	hy:5
talajvíz	hy:5
talajvízszint	hy:ta-laj|víz||szint
talkshow-	ph:tóksó
talkshow-val	ph:tóksóval
talkshow-vá	ph:tóksóvá
talkshow	ph:tóksó
talpbetét	hy:4
talpfa	hy:4
talpgerenda	hy:4
talplemez	hy:4
talpnyalás	hy:4
talpnyaló	hy:4
talppont	hy:4
talpvesszõzés	hy:4
találkozóhely	hy:9
tananyag	hy:3
tandíj	hy:3
tandíjak	hy:3
tanfolyam	hy:3
tangabugyi	hy:5
tangóharmonika	hy:5
tankelhárító	hy:4
tankönyv	hy:3
tanmenet	hy:3
tanmese	hy:3
tanrend	hy:3
tanszemélyzet	hy:3
tanszék	hy:3
tanterem	hy:3
tantermek	hy:3
tantestület	hy:3
tantárgy	hy:3
tantárgyak	hy:3
tantétel	hy:3
tanulmánygyûjtemény	hy:9
tanulmányutak	hy:9
tanulmányút	hy:9
tanulóhajó	hy:6
tanulószoba	hy:6
tanulóterem	hy:6
tanulótermek	hy:6
tanyahely	hy:5
tanyaház	hy:5
tanyaházak	hy:5
tanácsadás	hy:6
tanácsház	hy:6
tanácsházak	hy:6
tanácskérés	hy:6
tanácsterem	hy:6
tanácstermek	hy:6
tanácstestület	hy:6
tanácsülés	hy:6
tanárnõ	hy:5
tanév	hy:3
tanítónõ	hy:6
tanúbizonyság	hy:4
tanúkihallgatás	hy:4
tanúvallomás	hy:4
tapas	ph:tápász
tapintószerv	hy:7
taposómalmok	hy:6
taposómalom	hy:6
tapsifüles	hy:5
tapsorkán	hy:4
tarackbúza	hy:6
tarkaharkály	hy:5
tarkóvédõ	hy:5
tarkóütés	hy:5
tarlórépa	hy:5
tarot-	ph:taró
tarot-s	ph:tarós
tarot-val	ph:taróval
tarot-vá	ph:taróvá
tarot	ph:taró
tartalomjegyzék	hy:8
tartuffe-i	ph:tartüfi
tartásdíj	hy:6
tartásdíjak	hy:6
tartóhorgok	hy:5
tartóhorog	hy:5
tartókeret	hy:5
tartópecek	hy:5
tartópeckek	hy:5
tartórács	hy:5
tartószerkezet	hy:5
tartószíj	hy:5
tartószíjak	hy:5
tartóváz	hy:5
tartóvázak	hy:5
tasman	ph:tazmán	ph:tasmán
tatfedélzet	hy:3
tatárjuhar	hy:5
tavaszidõ	hy:6
taxiállomás	hy:4
teafa	hy:3
teafû	hy:3
teafüvek	hy:3
team	ph:tím
tebibyte-	ph:tebibájt
tebibyte-os	ph:tebibájtos
tebibyte-tal	ph:tebibájttal
tebibyte-tá	ph:tebibájttá
tebibyte	ph:tebibájt
teherautó	hy:5
teherelosztó	hy:5
teherhajó	hy:5
teherhordó	hy:5
teherkocsi	hy:5
teherszállítás	hy:5
teherszállító	hy:5
tehervagon	hy:5
tehervitorlás	hy:5
tehervonat	hy:5
teheráru	hy:5
tehénbõgés	hy:5
tehénbõr	hy:5
tehénhimlõ	hy:5
tehénistálló	hy:5
tehéntúró	hy:5
tejcsárda	hy:3
tejesfazekak	hy:5
tejesfazék	hy:5
tejeskanna	hy:5
tejeszacskó	hy:te-jes|zacs-kó
tejesüveg	hy:5
tejfog	hy:3
tejfogak	hy:3
tejfölösszájú	hy:tej|fö-lös||szá-jú
tejgazdaság	hy:3
tejhordó	hy:3
tejmérõ	hy:3
tejoltó	hy:3
tejsodó	hy:3
tejszín	hy:3
tejtermék	hy:3
tejutak	hy:3
tejzsír	hy:3
tejár	hy:3
tejárak	hy:3
tejút	hy:3
tekepálya	hy:4
telefonbeszélgetés	hy:7
telefonfülke	hy:7
telefonhívás	hy:7
telefonkagyló	hy:7
telefonkönyv	hy:7
telefonközel	hy:7
telefonállomás	hy:7
telefonérme	hy:7
telehold	hy:4
teleholdak	hy:4
teleház	hy:4
teleházak	hy:4
telekadó	hy:5
telekhasználat	hy:5
telekkönyv	hy:5
telekrész	hy:5
telekspekuláció	hy:5
telektulajdonos	hy:5
telekár	hy:5
telekárak	hy:5
teleobjektív	hy:4
telephely	hy:5
teletalp	hy:4
teletalpak	hy:4
televényföld	hy:8
telexgép	hy:5
telihold	hy:4
teliholdak	hy:4
telitalp	hy:4
telitalpak	hy:4
teljesszög	hy:tel-jes|szög
teljesítõképesség	hy:9
teljhatalmak	hy:4
teljhatalom	hy:4
temetõbogarak	hy:6
temetõbogár	hy:6
temetõkapu	hy:6
temperafesték	hy:7
templombúcsú	hy:7
templomhajó	hy:7
templomtornyok	hy:7
templomtorony	hy:7
tengelykapcsoló	hy:7
tengelyszög	hy:7
tengelytávolság	hy:7
tengerbírás	hy:6
tengericsõ	hy:7
tengericsövek	hy:7
tengeridara	hy:7
tengerifû	hy:7
tengerifûak	hy:7
tengerililiom	hy:7
tengerkutatás	hy:6
tengermélység	hy:6
tengerpart	hy:6
tengerszem	hy:6
tengerszint	hy:6
tengerszoros	hy:6
tengervizek	hy:6
tengervíz	hy:6
tengerár	hy:6
tengerárak	hy:6
tengerészcsomó	hy:9
tengerésztiszt	hy:9
tengeröblök	hy:6
tengeröböl	hy:6
teniszadogatás	hy:6
teniszjátszma	hy:6
teniszjáték	hy:6
teniszlabda	hy:6
teniszpálya	hy:6
teniszütõ	hy:6
tennivaló	hy:5
tenyérgyûszû	hy:6
tenyérjóslás	hy:6
tenyészanyag	hy:7
tenyészbénaság	hy:7
tenyészcél	hy:7
tenyészegyed	hy:7
tenyészhal	hy:7
tenyészhalak	hy:7
tenyészhely	hy:7
tenyészkan	hy:7
tenyészkanca	hy:7
tenyészkoca	hy:7
tenyészkos	hy:7
tenyészkutya	hy:7
tenyészkörzet	hy:7
tenyészlovak	hy:7
tenyészló	hy:7
tenyészpár	hy:7
tenyészpéldány	hy:7
tenyésszemle	hy:7
tenyészterület	hy:7
tenyésztojás	hy:7
tenyészállomány	hy:7
tenyészérték	hy:7
terabyte-	ph:terabájt	ph:terrabájt
terabyte-os	ph:terabájtos	ph:terrabájtos
terabyte-tal	ph:terabájttal	ph:terrabájttal
terabyte-tá	ph:terabájttá	ph:terrabájttá
terabyte	ph:terabájt	ph:terrabájt
terelõutak	hy:6
terelõút	hy:6
teremõr	hy:5
terepakadály	hy:5
terepfelvétel	hy:5
terepfutás	hy:5
terepjáró	hy:5
tereppont	hy:5
terheléselosztás	hy:8
terheléselosztó	hy:8
termálkutak	hy:6
termálkút	hy:6
termálmedence	hy:6
termálturizmus	hy:6
termálvizek	hy:6
termálvíz	hy:6
terméskõ	hy:6
terméskövek	hy:6
természetjárás	hy:9
természetközel	hy:9
természettan	hy:9
természetvédelem	hy:9
természetvédelmek	hy:9
termésérc	hy:6
termõföld	hy:5
termõképesség	hy:5
termõtalaj	hy:5
terpesztávolság	hy:7
terpeszállás	hy:7
tervrajz	hy:4
területméret	hy:7
területmérték	hy:7
területmérõ	hy:7
testalkat	hy:4
testgyakorlat	hy:4
testgyakorlás	hy:4
testhelyzet	hy:4
testközel	hy:4
testnedv	hy:4
testrész	hy:4
testszag	hy:4
testszín	hy:4
testszövet	hy:4
testtartás	hy:4
testvér	hy:4
testõr	hy:4
testõrség	hy:4
testüreg	hy:4
tesztvizsga	hy:5
tetemnézõ	hy:5
tetszik	ph:tettsz->tetsz
tetszésnyilvánítás	hy:7
tettenkapás	hy:6
tettenérés	hy:6
tetterõ	hy:4
tettestárs	hy:6
tettestársak	hy:6
tetõablak	hy:4
tetõcserepek	hy:4
tetõcserép	hy:4
tetõfok	hy:4
tetõgerenda	hy:4
tetõgerinc	hy:4
tetõhajlás	hy:4
tetõjárda	hy:4
tetõpont	hy:4
tetõterasz	hy:4
tetõtornyok	hy:4
tetõtorony	hy:4
tetõvilágítás	hy:4
tetõvilágító	hy:4
teveszõr	hy:4
textiláru	hy:6
teáskanalak	hy:4
teáskanál	hy:4
thrombocyta	ph:trombocita
tigrisliliom	hy:6
tikszem	hy:3
tilolófa	hy:6
timföld	hy:3
tintafolt	hy:5
tintahal	hy:5
tintahalak	hy:5
tintatartó	hy:5
tinédzser	ph:teenager
tiramis&ugrave;	ph:tiramiszu	ph:tiramisu
