œuvre-	ph:ővr	ph:oeuvre
œuvre-rel	ph:ővrrel	ph:oeuvrerel
œuvre-ré	ph:ővrré	ph:oeuvreré
œuvre	ph:ővr	ph:oeuvre
-házhozszállítás	hy:|ház-hoz|szál-lí-tás
szóharc	hy:3
szóhasználat	hy:3
szójabab	hy:5
szójakenyerek	hy:5
szójakenyér	hy:5
szójamártás	hy:5
szójáték	hy:3
szókapcsolat	hy:3
szókihagyás	hy:3
szókimondás	hy:3
szókincs	hy:3
szókép	hy:3
szóképzés	hy:3
szólásforma	hy:6
szólásgyűjtemény	hy:6
szólásmód	hy:6
szómutató	hy:3
szónoklástan	hy:9
szórakozóhely	hy:9
szórend	hy:3
szórásterület	hy:6
szórólapát	hy:5
szószaporítás	hy:3
szószegés	hy:3
szószék	hy:3
szószóló	hy:3
szótag	hy:3
szóterek	hy:3
szótár	hy:3
szótárak	hy:3
szótér	hy:3
szótő	hy:3
szótövek	hy:3
szóvirág	hy:3
szóvivő	hy:3
szóváltás	hy:3
szóáradat	hy:3
szőlőcukor	hy:5
szőlőcukrok	hy:5
szőlőhegy	hy:5
szőlőlevek	hy:5
szőlőlugas	hy:5
szőlőlé	hy:5
szőlőmag	hy:5
szőlőművelés	hy:5
szőlőprés	hy:5
szőlőtermelés	hy:5
szőlőtő	hy:5
szőlőtőke	hy:5
szőnyegbombázás	hy:7
szőnyegkeretezés	hy:7
szőnyegrögzítő	hy:7
szőrcsomó	hy:4
szőrmekabát	hy:6
szőrmekereskedelem	hy:6
szőrmekereskedelmek	hy:6
szőrmeáru	hy:6
szőrmésbolt	hy:7
szőrösszívű	hy:sző-rös|szí-vű
szöghúzó	hy:4
szögletmérő	hy:7
szögmérő	hy:4
szökőkutak	hy:5
szökőkút	hy:5
szökőnap	hy:5
szökőár	hy:5
szökőárak	hy:5
szökőév	hy:5
szömörcefa	hy:8
szörf	ph:surf
szörnyalak	hy:6
szörnyszülött	hy:6
szöveggyűjtemény	hy:szö-veg|gyűj-te-mény
szövegjavítás	hy:6
szövegkönyv	hy:6
szövegmagyarázat	hy:6
szövegrész	hy:6
szövegváltozat	hy:6
szövegértelmezés	hy:6
szövegösszefüggés	hy:6
szövetbolt	hy:6
szövetburkolat	hy:6
szövetelhalás	hy:6
szövetfestés	hy:6
szövetfolt	hy:6
szövetkocka	hy:6
szövetminta	hy:6
szövetpapucs	hy:6
szövettan	hy:6
szövetvég	hy:6
szövésmód	hy:6
szövőmadarak	hy:5
szövőmadár	hy:5
szövőszék	hy:5
szújárat	hy:3
szúrócsap	hy:5
szúrópróba	hy:5
szűrőedény	hy:5
szűzhártya	hy:4
szükséghelyzet	hy:7
születésnap	hy:8
születésszabályozás	hy:szü-le-tés|sza-bá-lyo-zás
szülőföld	hy:5
szürkeagy	hy:6
szürkeagyak	hy:6
szürkebarát	hy:6
szürkebegy	hy:6
szürkegazdaság	hy:6
szürkepenész	hy:6
szürkeállomány	hy:6
szürkeöntvény	hy:6
szürkészöld	hy:szür-kés|zöld
szürkészöldes	hy:szür-kés|zöl-des
sáncerőd	hy:4
sáncárkok	hy:4
sáncárok	hy:4
sápkór	hy:3
sárcipő	hy:3
sárfolt	hy:3
sárgabarack	hy:5
sárgaborsó	hy:5
sárgadinnye	hy:5
sárgafolt	hy:5
sárgaföld	hy:5
sárgaláz	hy:5
sárgalázak	hy:5
sárgarezek	hy:5
sárgarigó	hy:5
sárgarépa	hy:5
sárgaréz	hy:5
sárgásmoszat	hy:6
sárgásszürke	hy:sár-gás|szür-ke
sárgásszürkés	hy:sár-gás|szür-kés
sárgászöld	hy:sár-gás|zöld
sárgászöldes	hy:sár-gás|zöl-des
sárhányó	hy:3
sárkánygyík	hy:7
sárkánykígyó	hy:7
sárlehúzó	hy:3
sárlevek	hy:3
sárlé	hy:3
sátorcövek	hy:5
sátorfedelek	hy:5
sátorfedél	hy:5
sátorfenekek	hy:5
sátorfenék	hy:5
sérvkötő	hy:4
sétabot	hy:4
sétafedélzet	hy:4
sétapálca	hy:4
sétarepülés	hy:4
sétautak	hy:4
sétaút	hy:4
síbot	hy:2
síbusz	hy:2
sífutás	hy:2
sífutó	hy:2
síház	hy:2
síházak	hy:2
síkfutás	hy:3
síkláp	hy:3
síkvizek	hy:3
síkvíz	hy:3
sílift	hy:2
síléc	hy:2
sínautó	hy:3
sínheveder	hy:3
sínillesztés	hy:3
sínkeresztezés	hy:3
sínpár	hy:3
sínsaru	hy:3
sínvégződés	hy:3
sípcsont	hy:3
sípálya	hy:2
sírbolt	hy:3
sírdomb	hy:3
síremlék	hy:3
sírhely	hy:3
sírkő	hy:3
sírkövek	hy:3
sírnivaló	hy:5
sírásó	hy:3
sítalp	hy:2
sítalpak	hy:2
sítábor	hy:2
síugrás	hy:2
síugró	hy:2
síutak	hy:2
síút	hy:2
sóbálvány	hy:2
sóbánya	hy:2
sófogyasztás	hy:2
sóház	hy:2
sóházak	hy:2
sólevek	hy:2
sólé	hy:2
sósav	hy:2
sósavak	hy:2
sóskutak	hy:3
sóskút	hy:3
sósrudak	hy:3
sósrúd	hy:3
sóstavak	hy:3
sóstó	hy:3
sószemcse	hy:2
sótartalmak	hy:2
sótartalom	hy:2
sótartó	hy:2
sóutak	hy:2
sóút	hy:2
sörcsarnok	hy:3
sörfőzde	hy:3
sörfőző	hy:3
sörhas	hy:3
sörhasak	hy:3
sörlevek	hy:3
sörlé	hy:3
sörélesztő	hy:3
söröskorsó	hy:5
söröskupak	hy:5
söröslovak	hy:5
sörösló	hy:5
söröspalack	hy:5
söröspoharak	hy:5
söröspohár	hy:5
sörösüveg	hy:5
sötétkamra	hy:5
sövénykerítés	hy:6
súgókészülék	hy:4
súgólyuk	hy:4
súgólyukak	hy:4
súlydobó	hy:4
súlyegység	hy:4
súlyemelés	hy:4
súlymérték	hy:4
súlymérő	hy:4
súlytöbblet	hy:4
súlyveszteség	hy:4
sűrűségmérő	hy:7
süllyesztőszekrény	hy:10
sündisznó	hy:3
sürgönypózna	hy:7
sürgönystílus	hy:7
süteményestál	hy:10
süteményestálak	hy:10
sütnivaló	hy:5
sütőlap	hy:4
sütőlapát	hy:4
sütőpor	hy:4
sütőrostély	hy:4
süvegcukor	hy:5
süvegcukrok	hy:5
taglejtés	hy:3
tagállam	hy:3
tajcsi	ph:taichi
tajtékpipa	hy:6
takarmányrépa	hy:9
takarékbetét	hy:7
takarítónő	hy:8
takonykór	hy:6
taktusütés	hy:6
takácsmácsonya	hy:6
talajerózió	hy:5
talajlazító	hy:5
talajmegmunkáló	hy:5
talajmélyedés	hy:5
talajvizek	hy:5
talajvíz	hy:5
talajvízszint	hy:ta-laj|víz||szint
talkshow-	ph:tóksó
talkshow-val	ph:tóksóval
talkshow-vá	ph:tóksóvá
talkshow	ph:tóksó
talpbetét	hy:4
talpfa	hy:4
talpgerenda	hy:4
talplemez	hy:4
talpnyalás	hy:4
talpnyaló	hy:4
talppont	hy:4
talpvesszőzés	hy:4
találkozóhely	hy:9
tananyag	hy:3
tandíj	hy:3
tandíjak	hy:3
tanfolyam	hy:3
tangabugyi	hy:5
tangóharmonika	hy:5
tankelhárító	hy:4
tankönyv	hy:3
tanmenet	hy:3
tanmese	hy:3
tanrend	hy:3
tanszemélyzet	hy:3
tanszék	hy:3
tanterem	hy:3
tantermek	hy:3
tantestület	hy:3
tantárgy	hy:3
tantárgyak	hy:3
tantétel	hy:3
tanulmánygyűjtemény	hy:9
tanulmányutak	hy:9
tanulmányút	hy:9
tanulóhajó	hy:6
tanulószoba	hy:6
tanulóterem	hy:6
tanulótermek	hy:6
tanyahely	hy:5
tanyaház	hy:5
tanyaházak	hy:5
tanácsadás	hy:6
tanácsház	hy:6
tanácsházak	hy:6
tanácskérés	hy:6
tanácsterem	hy:6
tanácstermek	hy:6
tanácstestület	hy:6
tanácsülés	hy:6
tanárnő	hy:5
tanév	hy:3
tanítónő	hy:6
tanúbizonyság	hy:4
tanúkihallgatás	hy:4
tanúvallomás	hy:4
tapas	ph:tápász
tapintószerv	hy:7
taposómalmok	hy:6
taposómalom	hy:6
tapsifüles	hy:5
tapsorkán	hy:4
tarackbúza	hy:6
tarkaharkály	hy:5
tarkóvédő	hy:5
tarkóütés	hy:5
tarlórépa	hy:5
tarot-	ph:taró
tarot-s	ph:tarós
tarot-val	ph:taróval
tarot-vá	ph:taróvá
tarot	ph:taró
tartalomjegyzék	hy:8
tartuffe-i	ph:tartüfi
tartásdíj	hy:6
tartásdíjak	hy:6
tartóhorgok	hy:5
tartóhorog	hy:5
tartókeret	hy:5
tartópecek	hy:5
tartópeckek	hy:5
tartórács	hy:5
tartószerkezet	hy:5
tartószíj	hy:5
tartószíjak	hy:5
tartóváz	hy:5
tartóvázak	hy:5
tasman	ph:tazmán	ph:tasmán
tatfedélzet	hy:3
tatárjuhar	hy:5
tavaszidő	hy:6
taxiállomás	hy:4
teafa	hy:3
teafű	hy:3
teafüvek	hy:3
team	ph:tím
tebibyte-	ph:tebibájt
tebibyte-os	ph:tebibájtos
tebibyte-tal	ph:tebibájttal
tebibyte-tá	ph:tebibájttá
tebibyte	ph:tebibájt
teherautó	hy:5
teherelosztó	hy:5
teherhajó	hy:5
teherhordó	hy:5
teherkocsi	hy:5
teherszállítás	hy:5
teherszállító	hy:5
tehervagon	hy:5
tehervitorlás	hy:5
tehervonat	hy:5
teheráru	hy:5
tehénbőgés	hy:5
tehénbőr	hy:5
tehénhimlő	hy:5
tehénistálló	hy:5
tehéntúró	hy:5
tejcsárda	hy:3
tejesfazekak	hy:5
tejesfazék	hy:5
tejeskanna	hy:5
tejeszacskó	hy:te-jes|zacs-kó
tejesüveg	hy:5
tejfog	hy:3
tejfogak	hy:3
tejfölösszájú	hy:tej|fö-lös||szá-jú
tejgazdaság	hy:3
tejhordó	hy:3
tejmérő	hy:3
tejoltó	hy:3
tejsodó	hy:3
tejszín	hy:3
tejtermék	hy:3
tejutak	hy:3
tejzsír	hy:3
tejár	hy:3
tejárak	hy:3
tejút	hy:3
tekepálya	hy:4
telefonbeszélgetés	hy:7
telefonfülke	hy:7
telefonhívás	hy:7
telefonkagyló	hy:7
telefonkönyv	hy:7
telefonközel	hy:7
telefonállomás	hy:7
telefonérme	hy:7
telehold	hy:4
teleholdak	hy:4
teleház	hy:4
teleházak	hy:4
telekadó	hy:5
telekhasználat	hy:5
telekkönyv	hy:5
telekrész	hy:5
telekspekuláció	hy:5
telektulajdonos	hy:5
telekár	hy:5
telekárak	hy:5
teleobjektív	hy:4
telephely	hy:5
teletalp	hy:4
teletalpak	hy:4
televényföld	hy:8
telexgép	hy:5
telihold	hy:4
teliholdak	hy:4
telitalp	hy:4
telitalpak	hy:4
teljesszög	hy:tel-jes|szög
teljesítőképesség	hy:9
teljhatalmak	hy:4
teljhatalom	hy:4
temetőbogarak	hy:6
temetőbogár	hy:6
temetőkapu	hy:6
temperafesték	hy:7
templombúcsú	hy:7
templomhajó	hy:7
templomtornyok	hy:7
templomtorony	hy:7
tengelykapcsoló	hy:7
tengelyszög	hy:7
tengelytávolság	hy:7
tengerbírás	hy:6
tengericső	hy:7
tengericsövek	hy:7
tengeridara	hy:7
tengerifű	hy:7
tengerifűak	hy:7
tengerililiom	hy:7
tengerkutatás	hy:6
tengermélység	hy:6
tengerpart	hy:6
tengerszem	hy:6
tengerszint	hy:6
tengerszoros	hy:6
tengervizek	hy:6
tengervíz	hy:6
tengerár	hy:6
tengerárak	hy:6
tengerészcsomó	hy:9
tengerésztiszt	hy:9
tengeröblök	hy:6
tengeröböl	hy:6
teniszadogatás	hy:6
teniszjátszma	hy:6
teniszjáték	hy:6
teniszlabda	hy:6
teniszpálya	hy:6
teniszütő	hy:6
tennivaló	hy:5
tenyérgyűszű	hy:6
tenyérjóslás	hy:6
tenyészanyag	hy:7
tenyészbénaság	hy:7
tenyészcél	hy:7
tenyészegyed	hy:7
tenyészhal	hy:7
tenyészhalak	hy:7
tenyészhely	hy:7
tenyészkan	hy:7
tenyészkanca	hy:7
tenyészkoca	hy:7
tenyészkos	hy:7
tenyészkutya	hy:7
tenyészkörzet	hy:7
tenyészlovak	hy:7
tenyészló	hy:7
tenyészpár	hy:7
tenyészpéldány	hy:7
tenyésszemle	hy:7
tenyészterület	hy:7
tenyésztojás	hy:7
tenyészállomány	hy:7
tenyészérték	hy:7
terabyte-	ph:terabájt	ph:terrabájt
terabyte-os	ph:terabájtos	ph:terrabájtos
terabyte-tal	ph:terabájttal	ph:terrabájttal
terabyte-tá	ph:terabájttá	ph:terrabájttá
terabyte	ph:terabájt	ph:terrabájt
terelőutak	hy:6
terelőút	hy:6
teremőr	hy:5
terepakadály	hy:5
terepfelvétel	hy:5
terepfutás	hy:5
terepjáró	hy:5
tereppont	hy:5
terheléselosztás	hy:8
terheléselosztó	hy:8
termálkutak	hy:6
termálkút	hy:6
termálmedence	hy:6
termálturizmus	hy:6
termálvizek	hy:6
termálvíz	hy:6
terméskő	hy:6
terméskövek	hy:6
természetjárás	hy:9
természetközel	hy:9
természettan	hy:9
természetvédelem	hy:9
természetvédelmek	hy:9
termésérc	hy:6
termőföld	hy:5
termőképesség	hy:5
termőtalaj	hy:5
terpesztávolság	hy:7
terpeszállás	hy:7
tervrajz	hy:4
területméret	hy:7
területmérték	hy:7
területmérő	hy:7
testalkat	hy:4
testgyakorlat	hy:4
testgyakorlás	hy:4
testhelyzet	hy:4
testközel	hy:4
testnedv	hy:4
testrész	hy:4
testszag	hy:4
testszín	hy:4
testszövet	hy:4
testtartás	hy:4
testvér	hy:4
testőr	hy:4
testőrség	hy:4
testüreg	hy:4
tesztvizsga	hy:5
tetemnéző	hy:5
tetszik	ph:tettsz->tetsz
tetszésnyilvánítás	hy:7
tettenkapás	hy:6
tettenérés	hy:6
tetterő	hy:4
tettestárs	hy:6
tettestársak	hy:6
tetőablak	hy:4
tetőcserepek	hy:4
tetőcserép	hy:4
tetőfok	hy:4
tetőgerenda	hy:4
tetőgerinc	hy:4
tetőhajlás	hy:4
tetőjárda	hy:4
tetőpont	hy:4
tetőterasz	hy:4
tetőtornyok	hy:4
tetőtorony	hy:4
tetővilágítás	hy:4
tetővilágító	hy:4
teveszőr	hy:4
textiláru	hy:6
teáskanalak	hy:4
teáskanál	hy:4
thrombocyta	ph:trombocita
tigrisliliom	hy:6
tikszem	hy:3
tilolófa	hy:6
timföld	hy:3
tintafolt	hy:5
tintahal	hy:5
tintahalak	hy:5
tintatartó	hy:5
tinédzser	ph:teenager
tiramisù	ph:tiramiszu	ph:tiramisu
tisztaszoba	hy:6
tiszteletadás	hy:9
tiszteletdíj	hy:9
tiszteletdíjak	hy:9
tiszteletgerjesztő	hy:9
tisztelettudás	hy:9
tisztesfű	hy:7
tisztesfüvek	hy:7
tisztességtudás	hy:10
tisztikar	hy:6
tisztiorvos	hy:6
tisztiszolga	hy:6
tisztiügyész	hy:6
tisztítóberendezés	hy:8
tisztítómű	hy:8
tisztítóművek	hy:8
tisztítóruha	hy:8
tisztítótűz	hy:8
tisztítótüzek	hy:8
titkosszolga	hy:tit-kos|szol-ga
titkosszolgálat	hy:tit-kos|szol-gá-lat
titkosírás	hy:6
titkárnő	hy:6
tizedeshely	hy:7
tizedesjegy	hy:7
tizedfelek	hy:5
tizedfél	hy:5
tizennyolc		hy:n|ny
tizennyolcadik		hy:n|ny
tizennyolcadika		hy:n|ny
tizennyolcadikak		hy:n|ny
tizennyolcadiki		hy:n|ny
tizennyolcan		hy:n|ny
tizennyolcbilliárd		hy:n|ny
tizennyolcbillió		hy:n|ny
tizennyolcbillióan		hy:n|ny
tizennyolcezer		hy:n|ny
tizennyolcezred		hy:n|ny
tizennyolcezredik		hy:n|ny
tizennyolcezrek		hy:n|ny
tizennyolcezren		hy:n|ny
tizennyolcezres		hy:n|ny
tizennyolcfelé	hy:n|ny
tizennyolcmilliárd		hy:n|ny
tizennyolcmilliárdan		hy:n|ny
tizennyolcmillió		hy:n|ny
tizennyolcmillióan		hy:n|ny
tizennyolctrilliárd		hy:n|ny
tizennyolctrillió		hy:n|ny
tizennyolctrillióan		hy:n|ny
tojásfehérje	hy:5
tojásfőzés	hy:5
tojásgyümölcs	hy:5
tojáshab	hy:5
tojáshéj	hy:5
tojáshéjak	hy:5
tojáslepény	hy:5
tojáslikőr	hy:5
tojásrakás	hy:5
tojásszilvafa	hy:to=jás-szil=va|fa
tojássárga	hy:5
tojássárgája	hy:5
tojástartó	hy:5
tojóláda	hy:4
toktermés	hy:3
tolatómozdony	hy:6
toldaléképület	hy:8
tollbokréta	hy:4
tolldísz	hy:4
tollforgó	hy:4
tollhegy	hy:4
tollseprű	hy:4
tollszár	hy:4
tollszárak	hy:4
tollvonás	hy:4
tolvajkulcs	hy:6
tolvajnyelv	hy:6
tolóablak	hy:4
tolóajtó	hy:4
tolóasztalka	hy:4
tolókocsi	hy:4
tolómérce	hy:4
tolósúly	hy:4
tolózár	hy:4
tolózárak	hy:4
tompahegesztés	hy:5
tompalátó	hy:5
tompareszelő	hy:5
tonnatartalmak	hy:5
tonnatartalom	hy:5
topless	ph:toplesz
torkolatzár	hy:8
torkolatzárak	hy:8
tornacipő	hy:5
tornacsarnok	hy:5
tornaruha	hy:5
tornaszer	hy:5
torokfájás	hy:5
torokgyulladás	hy:5
torokgyík	hy:5
torokhang	hy:5
torokmandula	hy:5
toroköblítő	hy:5
toronyirány	hy:6
toronyszoba	hy:6
toroskáposzta	hy:5
torpedóelhárító	hy:7
torpedókilövő	hy:7
torpedónaszád	hy:7
torpedóromboló	hy:7
torpedóvető	hy:7
tortástál	hy:6
tortástálak	hy:6
torzkép	hy:4
torzsokszög	hy:torz||sok|szög
torzszülött	hy:torz|szü-lött
totemoszlop	hy:5
toulouse-i	ph:tulúzi
továbbfordítás	hy:6
traktorutak	hy:7
traktorút	hy:7
transzmisszió	hy:6
transzport	hy:6
transzpozíció	hy:6
trikóruha	hy:5
triászformáció	hy:6
trolibusz	hy:5
trombitaharsogás	hy:8
trombitaszó	hy:8
trágyadomb	hy:6
trágyagereblye	hy:6
trágyahordó	hy:6
trágyalevek	hy:6
trágyalé	hy:6
tréningalsó	hy:7
tréningfelső	hy:7
trónfosztás	hy:4
trónüresedés	hy:4
tubákosszelence	hy:tu-bá-kos|sze-len-ce
tubákszelence	hy:5
tudathasadás	hy:5
tudományág	hy:8
tudományágak	hy:8
tudomásulvétel	hy:9
tudásszomjas	hy:tu-dás|szom-jas
tudásvágy	hy:5
tudásvágyak	hy:5
tujafa	hy:4
tulajdonjog	hy:8
tulipánfa	hy:7
turbinaház	hy:7
turbinaházak	hy:7
turistacipő	hy:7
turistakirándulás	hy:7
turistautak	hy:7
turistaút	hy:7
turulmadarak	hy:5
turulmadár	hy:5
tusrajz	hy:3
tyúkalja	hy:4
tyúkfarm	hy:4
tyúkhúr	hy:4
tyúkketrec	hy:4
tyúkszem	hy:4
tyúkülő	hy:4
táblavidék	hy:5
táblaüveg	hy:5
táblázatkészítés	hy:8
táborbontás	hy:5
táborhely	hy:5
tájfun	ph:typhoon
tájkultusz	hy:3
tájkép	hy:3
tájszólás	hy:3
tálalóasztal	hy:6
tálcakendő	hy:5
támaszfa	hy:6
támaszpont	hy:6
támasztógerenda	hy:8
támasztókő	hy:8
támasztókövek	hy:8
támasztópálca	hy:8
támlásszék	hy:tám-lás|szék
tánccipő	hy:4
táncház	hy:4
táncházak	hy:4
táncjáték	hy:4
tánckar	hy:4
táncmester	hy:4
táncmulatság	hy:4
táncosnő	hy:6
táncrend	hy:4
táncterem	hy:4
tánctermek	hy:4
tánczene	hy:4
tányérkerekek	hy:6
tányérkerék	hy:6
tányérmelegítő	hy:6
tányérnyaló	hy:6
tányérszárító	hy:6
tápanyag	hy:3
tápnedv	hy:3
tápsó	hy:3
tápvezeték	hy:3
tárgyalóterem	hy:8
tárgyalótermek	hy:8
tárgyeset	hy:5
tárgyhavak	hy:5
tárgyhó	hy:5
tárgykép	hy:5
tárgylemez	hy:5
tárgylencse	hy:5
tárgymutató	hy:5
tárgysorozat	hy:5
tárgyév	hy:5
tárház	hy:3
tárházak	hy:3
tárnalejárat	hy:5
tárolóhelyiség	hy:6
társadalomtudomány	hy:10
társasház	hy:6
társasházak	hy:6
társasjáték	hy:6
távbeszélés	hy:3
távbeszélő	hy:3
távcső	hy:3
távcsövek	hy:3
távfényképezés	hy:3
távgyalogló	hy:3
távhő	hy:3
távirat	hy:3
távirányítás	hy:3
távközlés	hy:3
távmérés	hy:3
távolfelderítő	hy:5
távolhatás	hy:5
távollátás	hy:5
távollátó	hy:5
távollét	hy:5
távolságjelző	hy:8
távolságmérték	hy:8
távolságmérő	hy:8
távoltartás	hy:5
távolugrás	hy:5
távolugró	hy:5
távíró	hy:3
télibaglyok	hy:4
télibagoly	hy:4
téligumi	hy:4
télikabát	hy:4
télikert	hy:4
télisport	hy:4
tépőfog	hy:4
tépőfogak	hy:4
térbeosztás	hy:tér||be|osztás
térdelőpárna	hy:7
térdhajlás	hy:4
térdhajtás	hy:4
térdharisnya	hy:4
térdkalács	hy:4
térdnadrág	hy:4
térdvédő	hy:4
térdízület	hy:4
térerő	hy:3
térfogat	hy:3
térkitöltő	hy:3
térkép	hy:3
térkő	hy:3
térkövek	hy:3
térköz	hy:3
tértivevény	hy:5
tésztástál	hy:7
tésztástálak	hy:7
tétemelés	hy:3
tétlemez	hy:3
tévutak	hy:3
tévéjáték	hy:4
tévút	hy:3
tízparancsolat	hy:3
tízpennys	hy:tíz|pen-nys
tízperc	hy:3
tízpróba	hy:3
tízórai	hy:3
tópart	hy:2
tószt	ph:toast
tóvizek	hy:2
tóvíz	hy:2
tőalak	hy:2
tőhajtás	hy:2
tőkehal	hy:4
tőkehalak	hy:4
tőkemence	hy:2
tőkeszámla	hy:4
tőkesúly	hy:4
tőkocsány	hy:2
tőmondat	hy:2
tőosztás	hy:2
tőrösdarazsak	hy:5
tőrösdarázs	hy:5
tősgyökeres	ph:törzsgyökeres
tőzegmoha	hy:5
több ezer éves	ph:többezeréves
több száz éves	ph:többszázéves
többletadó	hy:7
többletterhelés	hy:7
többszázszoros	hy:több|száz-szo-ros
többszínnyomat	hy:több|szín||nyo-mat
többszínnyomás	hy:több|szín||nyo-más
többteljesítmény	hy:4
többtermelés	hy:4
tökbelek	hy:3
tökbél	hy:3
tökfej	hy:3
tökmag	hy:3
tölcsértorkolat	hy:7
tölgyerdő	hy:5
tölgyfa	hy:5
tölgymakk	hy:5
tölténykivető	hy:7
tölténytartó	hy:7
tölténytár	hy:7
tölténytárak	hy:7
töltényöv	hy:7
töltényűr	hy:7
töltéspadka	hy:6
töltőanyag	hy:5
töltőceruza	hy:5
töltőgarat	hy:5
töltőszerkezet	hy:5
töltőtoll	hy:5
töltőtollak	hy:5
tömbmegbízott	hy:4
tömegnyomor	hy:5
tömegszállás	hy:5
tömegverekedés	hy:5
tömegáru	hy:5
tömjénfüstölő	hy:6
tömörfa	hy:5
tönkrejutás	hy:6
tönkremenés	hy:6
tönkremenő	hy:6
tönkretevés	hy:6
tönkretevő	hy:6
tönkretétel	hy:6
törlőgumi	hy:5
törlőruha	hy:5
törmelékkúp	hy:8
törtrész	hy:4
törtszám	hy:4
történettudomány	hy:8
történésmód	hy:8
törvénycikk	hy:7
törvénycsavarás	hy:7
törvényhatóság	hy:7
törvényhozás	hy:7
törvényhozó	hy:7
törvényjavaslat	hy:7
törvénykönyv	hy:7
törvényszék	hy:7
törzsborda	hy:5
törzsfő	hy:5
törzshajtás	hy:5
törzskönyv	hy:5
törökbors	hy:5
törökbúza	hy:5
törökdúlás	hy:5
törökfürdő	hy:5
törökméz	hy:5
törökparadicsom	hy:5
törökpirosító	hy:5
törökrózsa	hy:5
törökverő	hy:5
törökülés	hy:5
törülközőtartó	hy:9
tövisszúró	hy:tö-vis|szú-ró
túlfolyócső	hy:8
túlhatalmak	hy:3
túlhatalom	hy:3
túlnépesség	hy:3
túloldal	hy:3
túloldalak	hy:3
túlpart	hy:3
túlszaporulat	hy:3
túlsúly	hy:3
túlvilág	hy:3
túlvég	hy:3
túláram	hy:3
túrószacskó	hy:tú-rós|zacs-kó
tűfok	hy:2
tűhegy	hy:2
tűpárna	hy:2
tűrömfű	hy:5
tűrömfüvek	hy:5
tűrömolaj	hy:5
tűrömolajak	hy:5
tűsarkak	hy:2
tűsarok	hy:2
tűszúrás	hy:2
tűzbiztosítás	hy:3
tűzcsap	hy:3
tűzeset	hy:3
tűzfecskendő	hy:3
tűzgolyó	hy:3
tűzharc	hy:3
tűzhely	hy:3
tűzhányó	hy:3
tűzifa	hy:4
tűzijáték	hy:4
tűzikutya	hy:4
tűzilárma	hy:4
tűzimádás	hy:3
tűzjelző	hy:3
tűzkárosult	hy:3
tűzkő	hy:3
tűzkövek	hy:3
tűznyílás	hy:3
tűzokádó	hy:3
tűzoltás	hy:3
tűzoltó	hy:3
tűzszekrény	hy:tűz|szek-rény
tűzszerszám	hy:tűz||szer|szám
tűzszerész	hy:tűz|sze-rész
tűzszerészet	hy:tűz|szerészet
tűzszünet	hy:tűz|szü-net
tűzvonal	hy:3
tűzvonalak	hy:3
tűzvész	hy:3
tüchtig	ph:tühtig
tüdőfű	hy:4
tüdőfüvek	hy:4
tüdőgyulladás	hy:4
tüdőtágulás	hy:4
tüdőtöltés	hy:4
tüdővész	hy:4
tükörkép	hy:5
tüllzacskó	hy:4
tündérmese	hy:6
tündérrózsa	hy:6
tünetcsoport	hy:5
türelemjáték	hy:7
tüskebokor	hy:5
tüskebokrok	hy:5
tüskésdrót	hy:6
tüzelőanyag	hy:6
tüzesgép	hy:5
udvarház	hy:5
udvarházak	hy:5
udvartartás	hy:5
ufó	ph:UFO	ph:UFO-
ugródeszka	hy:4
ugróiskola	hy:4
ugrókötelek	hy:4
ugrókötél	hy:4
ugrórudak	hy:4
ugrórúd	hy:4
ugrószerv	hy:4
ugrósánc	hy:4
ujjafa	hy:4
ujjgyulladás	hy:3
ujjhegy	hy:3
ujjlenyomat	hy:3
ujjnyom	hy:3
ujjperc	hy:3
ujjváltás	hy:3
ujjvédő	hy:3
ujjízület	hy:3
ultiparti	hy:4
ultramarin	hy:5
ultramikroszkóp	hy:5
unicode-os	ph:junikódos
uralkodóház	hy:8
uralkodóházak	hy:8
urambocsá	ph:bocsá
urambátyámvilág	hy:10
urán	ph:uránium
uszálybucka	hy:6
uszályhajó	hy:6
uszálykormányos	hy:6
utasellátó	hy:4
utasszállító	hy:u=tas|szál-lí-tó
utazótáska	hy:5
utcakő	hy:4
utcakövek	hy:4
utcaseprő	hy:4
utána	ph:utánna
utánfutó	hy:4
utánjárás	hy:4
utánkövetés	hy:4
utánküldés	hy:4
utánnyomat	hy:után|nyomat
utánnyomás	hy:után|nyo-más
utánpótlás	hy:4
utánrúgás	hy:4
utánvét	hy:4
utánvétel	hy:4
utánégető	hy:4
utánérzés	hy:4
utóerjedés	hy:3
utófinanszírozás	hy:3
utófájás	hy:3
utógondolat	hy:3
utógondozott	hy:3
utógondozás	hy:3
utógondozó	hy:3
utóhad	hy:3
utóhadak	hy:3
utóhang	hy:3
utóidejűség	hy:3
utóidény	hy:3
utóirat	hy:3
utójelző	hy:3
utókezelés	hy:3
utókor	hy:3
utókúra	hy:3
utómunka	hy:3
utónevek	hy:3
utónevelés	hy:3
utónév	hy:3
utónövény	hy:3
utópárlat	hy:3
utórendelés	hy:3
utóromantika	hy:3
utószakasz	hy:3
utószavak	hy:3
utószelek	hy:3
utószennyezés	hy:3
utószennyeződés	hy:3
utószinkron	hy:3
utószél	hy:3
utószó	hy:3
utószüret	hy:3
utótag	hy:3
utótörténet	hy:3
utóvizsga	hy:3
utóélet	hy:3
utóétel	hy:3
utóörökös	hy:3
uzsonnaidő	hy:7
uzsonnástasak	hy:8
